Captain's name,Crew deaths during voyage,Crew at first landing of captives,Crew at voyage outset,Date vessel departed with captives,Date vessel departed for homeport,Display in compact mode,Date vessel arrived with captives,First place where captives were landed,First place where captives were purchased,Guns mounted,Cargo,Year of arrival at port of disembarkation,"Voyage duration, homeport to disembarkation (in days)",Place where vessel's voyage began,Principal place where captives were purchased,Principal place where captives were landed,Total embarked,Total disembarked,Captive deaths during crossing,Percentage of captives who died during crossing,Captive Background,Flag of vessel,Percent boys,Percent children,Percent girls,Percent males,Percent men,Percent women,Sterling cash price in Jamaica,Duration of captives' crossing (in days),Flag of vessel.1,Captives carried from 1st port,Captives carried from 2nd port,Captives carried from 3rd port,Captives landed at 1st port,Captives landed at 2nd port,Captives landed at 3rd port,Captives intended to be purchased at 1st place,Outcome of voyage for owner,Outcome of voyage if ship captured,Outcome of voyage for captives,Particular outcome of voyage,Vessel owner,Place where vessel's voyage ended,Places of call before Atlantic crossing,Place registered,Year registered,Resistance,Rig or type of vessel,Show advanced variables in search filters,Second place where captives were landed,Second place where captives were purchased,Vessel name,Date captive embarkation began,Source of data,Third place where captives were landed,Third place where captives were purchased,Tonnage,Standardized tonnage,Captives arrived at 1st port,Total embarked.1,Place constructed,Date vessel's voyage began,Date vessel arrived at homeport,Voyage ID,Year constructed,VOYAGEID2
"Bart, Ignace",38.0,,88.0,,1740-06-18T00:00:00Z,,1739-11-11T00:00:00Z,,,13.0,,1739.0,364.0,,,,525.0,460.0,,,,France,0.12826,0.1913,0.06304,0.57826,0.45,0.3587,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Compagnie des Indes,,,,,,Fregat,,,,Renommée,1739-03-01T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LeTréhour,198,208,223<>Le Tréhour, Nolwenn, “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770),” MA dissertation (Université de Bretagne-Sud, 1999)",,,500.0,563.1,460.0,,10715.0,1738-11-12T00:00:00Z,1740-08-12T00:00:00Z,32949,1738.0,
"Fontené, C. Boquet de",23.0,,82.0,1739-08-11T00:00:00Z,1740-07-18T00:00:00Z,,1739-09-20T00:00:00Z,,,20.0,,1739.0,118.0,,,,600.0,553.0,47.0,0.08,,France,0.10923,0.18832,0.0791,0.65537,0.54614,0.26554,,40.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Compagnie des Indes,,,,,Slave insurrection,Fregat,,,,Gloire,1739-06-14T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LeTréhour,198,208,223<>Le Tréhour, Nolwenn, “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770),” MA dissertation (Université de Bretagne-Sud, 1999)",,,400.0,453.1,531.0,600.0,10715.0,1739-05-25T00:00:00Z,1740-08-28T00:00:00Z,32950,,
"Haumont, J-Fr",21.0,,55.0,1740-10-10T00:00:00Z,1741-05-28T00:00:00Z,,1740-11-23T00:00:00Z,,,16.0,,1740.0,166.0,,,,300.0,276.0,24.0,0.08,,France,,,,,,,,44.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Compagnie des Indes,,,,,,Fregat,,,,Aurore,1740-07-10T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LeTréhour,199,208,225<>Le Tréhour, Nolwenn, “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770),” MA dissertation (Université de Bretagne-Sud, 1999)",,,200.0,305.3,276.0,300.0,10726.0,1740-06-10T00:00:00Z,1741-07-08T00:00:00Z,32956,1734.0,
"Prud'homme, J-B",20.0,,85.0,1741-06-19T00:00:00Z,,,1741-10-16T00:00:00Z,,,26.0,,1741.0,397.0,,,,392.0,320.0,,,,France,,,,,,,,119.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Compagnie des Indes,,,,,,Fluit,,,,Favorite,1741-01-25T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LeTréhour,199,208,225<>Le Tréhour, Nolwenn, “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770),” MA dissertation (Université de Bretagne-Sud, 1999)",,,400.0,453.1,,,,1740-09-14T00:00:00Z,1742-08-02T00:00:00Z,32957,,
"Morphy, J-B<br/> Caulon, L",30.0,,74.0,1741-11-02T00:00:00Z,1742-04-04T00:00:00Z,,1741-12-13T00:00:00Z,,,10.0,,1741.0,234.0,,,,355.0,333.0,22.0,0.06,,France,0.11268,0.11268,0.0,0.88732,0.77465,0.11268,,41.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Compagnie des Indes,,,,,,,,,,Saint Michel,1741-05-18T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LeTréhour,199,208,225<>Le Tréhour, Nolwenn, “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770),” MA dissertation (Université de Bretagne-Sud, 1999)",,,300.0,343.1,333.0,355.0,10720.0,1741-04-23T00:00:00Z,1742-05-31T00:00:00Z,32961,1729.0,
"Pepin, Julian",39.0,,108.0,,,,1743-01-26T00:00:00Z,,,,,1743.0,220.0,,,,284.0,251.0,,,,France,,,,,,,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Wailch, A",,,,,,Buque,,,,Salomon,,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Studer<><p>De Studer, Elena F. S., <em>Trata de Negros en el Rio de la Plata Durante el Siglo XVII</em> (Buenos Aires, 1984).</p>, LeTréhour,199,208,225<>Le Tréhour, Nolwenn, “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770),” MA dissertation (Université de Bretagne-Sud, 1999), AGI, Contratacion 2897<><p><em>Archivo General de Indias</em> (Sevilla)</p>",,,600.0,673.1,,,,1742-06-20T00:00:00Z,1744-04-28T00:00:00Z,32967,,
"Landolphe<br/> La Bossere, Bertrand de",47.0,,81.0,1787-07-12T00:00:00Z,,,1787-11-20T00:00:00Z,,,18.0,,1787.0,491.0,,,,309.0,91.0,218.0,0.71,,France,,,,,,,,131.0,France,309.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Brillantais, Marion*<br/> Poriponneau, Jean<br/> Tondu, Jean",,,,,,,,,,Pérou,1786-11-19T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., MémoiresCapitaineLandolphe<>Landolphe, Jean François, <i>Mémoires du capitaine Landolphe contenant l'histoire de ses voyages pendant trente-six ans, aux cotes d'Afrique et aux deux Amériques; rédigés sur son ms. par J.S. Quesné</i>, 2 vols. (Paris, 1823).",,,896.0,,91.0,309.0,,1786-07-17T00:00:00Z,1788-05-18T00:00:00Z,33101,,
"Lodoyé, Yacinte<br/> Dorbelais",20.0,,,1714-05-12T00:00:00Z,,,1714-11-05T00:00:00Z,,,,,1714.0,472.0,,,,230.0,129.0,101.0,0.44,,France,,,,,,,,177.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Villeanne Beaudoin<br/> Dumottay Bassinot,,,,,Slave insurrection,,,,,Africain,1714-03-20T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman, p.40, annexe 1<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,130.0,236.3,129.0,230.0,,1713-07-21T00:00:00Z,1715-06-01T00:00:00Z,33113,,
Visez,27.0,,44.0,1720-03-23T00:00:00Z,,,1720-06-11T00:00:00Z,,,,,1720.0,280.0,,,,190.0,154.0,36.0,0.19,,France,0.24675,0.3961,0.14935,0.48052,0.23377,0.37013,,80.0,France,190.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Quesnel La Vigne, Isaac<br/> Eon de Carman",,,,,,,,,,Marie Gertrude,,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,200.0,305.3,154.0,190.0,,1719-09-05T00:00:00Z,1721-01-31T00:00:00Z,33120,,
Lemarcant,32.0,,72.0,1721-12-11T00:00:00Z,,,1722-02-22T00:00:00Z,,,,,1722.0,198.0,,,,343.0,289.0,54.0,0.16,,France,0.31142,0.53287,0.22145,0.55363,0.24221,0.22491,,73.0,France,343.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Leclerc de Bicourt*,,,,,,,,,,Reine d'Espagne,1721-10-31T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,280.0,321.1,289.0,343.0,,1721-08-08T00:00:00Z,1723-06-08T00:00:00Z,33129,,
"de L'Isle Scellé, J Girard (Fils)",23.0,,77.0,1722-02-25T00:00:00Z,1722-09-17T00:00:00Z,,1722-04-25T00:00:00Z,,,,,1722.0,212.0,,,,325.0,277.0,,,,France,,,,,,,,59.0,France,325.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"de L'Isle Scellé, Girard (Père)",,,,,,,,,,Saint Isidor,1721-12-25T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman,annexe 1<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,300.0,343.1,,325.0,,1721-09-25T00:00:00Z,1722-11-16T00:00:00Z,33130,,
"Delahaye du Ponsel, Jean-Baptiste",27.0,,,1724-03-27T00:00:00Z,1724-12-27T00:00:00Z,,1724-05-25T00:00:00Z,,,,,1724.0,271.0,,,,392.0,370.0,,,,France,,,,,,,,59.0,France,392.0,0.0,0.0,370.0,0.0,0.0,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Dutertre Daniel,,,,,,,,,,Saint Pierre,1724-01-11T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman,annexe 1<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,250.0,365.3,,392.0,,1723-08-28T00:00:00Z,1725-03-05T00:00:00Z,33133,,
"Nouail de La Baronnie<br/> Fichou, Joseph",24.0,,72.0,1724-06-09T00:00:00Z,1724-12-19T00:00:00Z,,1724-08-06T00:00:00Z,,,,,1724.0,344.0,,,,360.0,324.0,36.0,0.1,,France,,,,,,,,58.0,France,362.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Goret Des Ormes, Fr",,,,,,,,,,Vierge de Grâce,1724-01-22T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman,annexe 1<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,180.0,281.3,326.0,360.0,,1723-08-28T00:00:00Z,1725-04-17T00:00:00Z,33134,,
"Lebrun, Duvallion",20.0,,30.0,1730-11-04T00:00:00Z,1731-09-25T00:00:00Z,,1731-02-01T00:00:00Z,,,,,1731.0,358.0,,,,166.0,143.0,23.0,0.14,,France,,,,,,,,89.0,France,166.0,0.0,0.0,122.0,0.0,0.0,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Maugeis, Louis",,,,,,,,,,Marie Anne,1730-09-01T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman, p.181, 257<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,200.0,305.3,143.0,166.0,,1730-02-08T00:00:00Z,1731-12-16T00:00:00Z,33150,,
"Hamon Du Courchamp, Ph",24.0,,43.0,1750-08-12T00:00:00Z,1751-06-29T00:00:00Z,,1750-12-31T00:00:00Z,,,,,1750.0,410.0,,,,345.0,250.0,95.0,0.28,,France,,,,,,,,141.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Quesnel de la Rivaudais,,,,,Slave insurrection,,,,,Espérance,1750-01-13T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman,annexe 1<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,200.0,305.3,250.0,345.0,,1749-11-16T00:00:00Z,1751-08-23T00:00:00Z,33178,,
"Serot de La Croix, Guillaume<br/> Beaudran, Jean-Baptiste",21.0,,49.0,,1753-01-21T00:00:00Z,,1752-09-16T00:00:00Z,,,,,1752.0,376.0,,,,543.0,463.0,80.0,0.15,,France,,,,,,,,,France,543.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Surcouf<br/> Surcouf (Frères)*,,,,,,,,,,Heureux,1752-01-10T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,300.0,343.1,463.0,543.0,,1751-09-06T00:00:00Z,1753-04-02T00:00:00Z,33190,,
Jalobert de Monville,21.0,,57.0,1766-01-25T00:00:00Z,1766-07-24T00:00:00Z,,1766-03-12T00:00:00Z,,,,,1766.0,275.0,,,,703.0,678.0,25.0,0.04,,France,0.18879,0.33481,0.14602,0.63717,0.44838,0.21681,,46.0,France,703.0,0.0,0.0,674.0,0.0,0.0,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Grandclos, Meslé, de",,,,,,,,,,Mesny,1765-08-31T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LList, 21 June 1765<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, Roman, p.53<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,300.0,343.1,678.0,703.0,,1765-06-10T00:00:00Z,1766-09-05T00:00:00Z,33226,,
Jalobert de Monville,23.0,,59.0,1770-04-30T00:00:00Z,1770-09-29T00:00:00Z,,1770-06-24T00:00:00Z,,,,,1770.0,376.0,,,,486.0,472.0,14.0,0.03,,France,0.1589,0.21398,0.05508,0.74364,0.58475,0.20127,,55.0,France,486.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Grandclos, Meslé, de",,,,,,,,,,Mesny,1769-09-03T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Roman, p.53<>Roman, Alain,  <i>Saint-Malo au temps des négriers</i> (Paris, 2001).",,,300.0,343.1,472.0,486.0,,1769-06-13T00:00:00Z,1770-11-12T00:00:00Z,33252,,
"Champmorant, de",78.0,,130.0,,1714-10-01T00:00:00Z,,,,,,,1714.0,,,,,393.0,300.0,,,,France,,,,,,,21.16,,France,,,,300.0,0.0,0.0,,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Americas,"Shipwrecked or destroyed, after disembarkation",,,,,,,,,,,Adelaïde,1714-02-01T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,,,300.0,,,1714-01-01T00:00:00Z,,33343,,
Tilly,85.0,,210.0,1708-02-04T00:00:00Z,,,1708-06-07T00:00:00Z,,,,,1708.0,341.0,,,,550.0,413.0,137.0,0.25,,France,,,,,,,,124.0,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Compagnie de l'Asiente,,,,,,,,,,Sphère,1708-01-04T00:00:00Z,"Studer<><p>De Studer, Elena F. S., <em>Trata de Negros en el Rio de la Plata Durante el Siglo XVII</em> (Buenos Aires, 1984).</p>, Munford,207<>Munford, Clarence J., <i>Black Ordeal of Slavery and Slave Trading in the French West Indies, 1625-1715</i>, 3 vols. (Lewiston, NY, 1991)., ANSOM, C8A 17,ff.126-34<><p><em>ANSOM </em> ()</p>",,,499.0,562.0,413.0,550.0,,1707-07-02T00:00:00Z,1709-09-20T00:00:00Z,33509,,
"Bibby, Robert",20.0,,36.0,,,,1732-04-18T00:00:00Z,,,14.0,,1732.0,272.0,,,,300.0,159.0,141.0,0.47,,Great Britain,,,,,,,,,Great Britain,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Farr, Richard*",,,,,,,,,,Mary,,"Richardson,II<><p>Richardson, <em>Bristol, Africa and the Eighteenth Century Slave Trade to America, Vol. 1, The Years of Expansion, 1698-1729</em> (Bristol, 1986)</p>, Donnan,II,441<><p>Donnan, Elizabeth, ed., <em>Documents Illustrative of the History of the Slave Trade to the Americas, vol. III</em> (Washington, DC, 1930)</p>, DPB,32.05.23.<><i>Daily Post Boy</i>, WR,32.06.17.<><i>Weekly Register</i>, DPB,32.08.29.<><i>Daily Post Boy</i>, RWJ,32.05.27.<><i>Read's Weekly Journal; or, British Gazetteer</i>",,,130.0,236.3,,300.0,10399.0,1731-07-21T00:00:00Z,1732-08-25T00:00:00Z,16685,,
Le Terrier de Clairmont,27.0,,,,1751-06-03T00:00:00Z,,1750-08-20T00:00:00Z,,,,,1750.0,750.0,,,,211.0,192.0,,,,France,,,,,,,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Floch, René-Marie",,,,,,,,,,Duc d'Harcourt,1750-02-08T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., Saugera,351-62<><p>Saugera, &eacute;ric, <em>Bordeaux, port n&eacute;grier. Chronologie, &eacute;conomie, id&eacute;ologie, XVIIe-XIXe si&egrave;cles</em> (Paris, 1995).</p>",,,250.0,365.3,192.0,,,1748-07-31T00:00:00Z,1751-07-24T00:00:00Z,31481,,
"Le Petit, Duval Dumanouard",31.0,,60.0,1714-02-24T00:00:00Z,,,1714-04-23T00:00:00Z,,,,,1714.0,350.0,,,,708.0,597.0,,,,France,,,,,,,,58.0,France,708.0,0.0,0.0,500.0,0.0,0.0,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Le Gac,,,,,,,,,,Affriquain,1713-10-10T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,400.0,453.1,597.0,,,1713-05-08T00:00:00Z,1715-03-07T00:00:00Z,31831,,
"Fayard, Chevalier de",24.0,,39.0,1769-01-07T00:00:00Z,,,1769-04-23T00:00:00Z,,,,,1769.0,343.0,,,,390.0,276.0,,,,France,0.10507,0.23551,0.13043,0.52536,0.42029,0.3442,,106.0,France,390.0,0.0,0.0,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Guillerme, Jean*",,,,,,,,,,Etourdy,1768-08-27T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,300.0,343.1,276.0,,,1768-05-15T00:00:00Z,1769-09-05T00:00:00Z,31834,,
"Blanchet, Jacques",21.0,,,,,,,,,,,1741.0,,,,,273.0,236.0,,,,France,,,,,,,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"La Croix, Theod de",,,,,,,,,,Toison d'Or,1741-02-01T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,200.0,305.3,,,,1740-10-06T00:00:00Z,1742-05-01T00:00:00Z,32134,,
"Robert, Pierre",21.0,,,,,,1749-01-01T00:00:00Z,,,,,1749.0,,,,,437.0,350.0,,,,France,,,,,,,34.97,,France,,,,350.0,0.0,0.0,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Brevet, Henry",,,,,,,,,,Henoc,,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,300.0,343.1,350.0,,,1748-10-11T00:00:00Z,1750-12-14T00:00:00Z,32190,,
"Dubourg, Pierre",20.0,,30.0,,,,1772-01-01T00:00:00Z,,,,,1772.0,356.0,,,,348.0,317.0,,,,France,,,,,,,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Nairac, J-B*",,,,,,,,,,Angola,1771-08-01T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget., LList, 17 Mar 1772<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,150.0,272.3,317.0,,,1771-01-10T00:00:00Z,1772-05-27T00:00:00Z,32265,,
Etheart,24.0,,65.0,,,,1784-04-22T00:00:00Z,,,,,1784.0,271.0,,,,624.0,568.0,,,,France,,,,,,,,,France,,,,,,,,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,Dumoustier<br/> Dejarnac,,,,,,,,,,Nisus,1783-10-01T00:00:00Z,"mettas,II<>Mettas, Jean,  <i>Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle;</i> Tome 1, <i>Nantes</i> (Paris, 1978); Tome 2, <i>Ports Autres que Nantes</i> (Paris, 1984), édité par Serge et Michelle Daget.",,,450.0,,568.0,,,1783-07-26T00:00:00Z,1784-09-03T00:00:00Z,32345,,
